Ubicación,Código de moneda,CPV prom.,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Todas las conv.,Clics,CTR,Porcentaje de conv.,Conversiones,Costo/conv.
"3.0|km|Guaymallén, Mendoza",ARS,0,"563,1",319498,6915,"2,16%","26,02","179907,79","1293,51",6915,"2,16%",1%,"68,97","2608,46"
"6.0|km|Hiper Super, EIC, Avenida Tomás Guido, Posadas, Misiones",ARS,"0,88","410,65",437271,237354,"54,28%","0,76","179566,61","187,1",177,"0,04%","0,01%","21,1","8511,6"
"Rosario, Provincia de Santa Fe",ARS,0,"43,32",4132871,12739,"0,31%","14,05","179029,15","984,22",12739,"0,31%","5,49%","699,22","256,04"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"81,81",2185481,1551,"0,07%","115,27","178783,28",23,1551,"0,07%","0,32%",5,"35756,66"
"3.0|km|Ayacucho 401, Capital, Mendoza",ARS,0,"103,82",1720159,2256,"0,13%","79,16","178579,33",108,2256,"0,13%","0,04%",1,"178579,33"
"4.0|km|Hipermercado Super, Avenida General Roca, San Miguel de Tucumán, Tucumán",ARS,"0,92","691,23",258072,193224,"74,87%","0,92","178386,77","273,59",475,"0,18%","0,01%","12,59","14164,23"
"4.0|km|Paseo Super Lugones, Córdoba",ARS,"1,06","508,74",350296,191415,"54,64%","0,93","178208,97","484,79",198,"0,06%","0,01%","13,79","12924,43"
"Mendoza, Provincia de Mendoza",ARS,0,"634,19",279429,6665,"2,39%","26,59","177211,17","1461,19",6665,"2,39%","2,1%","140,22","1263,82"
"5.0|km|Hipermercado Super, Agrim Enrique Bodereau, Córdoba",ARS,"1,02","494,7",356401,197685,"55,47%","0,89","176311,21","141,22",164,"0,05%","0,01%","17,22","10235,99"
"10.0|km|Hipermercado Super Poeta Lugones, Fray Luis Beltrán, Córdoba",ARS,0,"286,96",610577,3818,"0,63%","45,89","175208,27","245,47",3818,"0,63%","1,22%","46,47","3770,59"
"5.0|km|Hiper Super, Avenida Sabattini, AUX, Córdoba",ARS,0,"80,97",2163684,3013,"0,14%","58,15","175197,87",7,3013,"0,14%",0%,0,0
4.0|km|Hipermercados Super cerca de Tucumán,ARS,0,"81,94",2130803,1555,"0,07%","112,28","174598,56","5,16",1555,"0,07%","0,07%","1,16","150948,42"
"8.0|km|Luján de Cuyo, Mendoza",ARS,0,"2150,19",80590,32121,"39,86%","5,39","173283,72","29825,31",32121,"39,86%","39,67%","12741,31","13,6"
"Mendoza, Provincia de Mendoza",ARS,0,"42,66",4055948,12123,"0,3%","14,27","173034,48","845,08",12123,"0,3%","3,45%","418,08","413,88"
Salta,ARS,0,"542,38",316443,8663,"2,74%","19,81","171631,77","3895,96",8663,"2,74%","1,15%","99,52","1724,63"
Ciudad de Santiago del Estero,ARS,0,"40,36",4223880,13329,"0,32%","12,79","170462,56","926,78",13329,"0,32%","4,36%","581,78",293
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"73,34",2315687,10354,"0,45%","16,4","169824,09","2798,18",10354,"0,45%","22,15%","2293,18","74,06"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"257,98",657525,24278,"3,69%","6,99","169630,24","2557,18",15711,"2,39%","8,11%","1969,18","86,14"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"53,53",3165605,14129,"0,45%","11,99","169446,93","2338,45",14129,"0,45%","11,79%","1666,45","101,68"
3.0|km|Salta,ARS,0,"43,94",3854808,9534,"0,25%","17,77","169386,21","309,5",9534,"0,25%","2,08%","198,5","853,32"
"Mendoza, Provincia de Mendoza",ARS,0,"89,33",1894743,8289,"0,44%","20,42","169252,55","1454,11",8289,"0,44%","15,02%","1245,11","135,93"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"38,61",4350712,8010,"0,18%","20,97","167975,64","1434,71",8010,"0,18%","10,25%","820,71","204,67"
"10.0|km|Hipermercado Super Poeta Lugones, Fray Luis Beltrán, Córdoba",ARS,0,"379,43",441969,3180,"0,72%","52,73","167695,35","169,7",3180,"0,72%","1,08%","34,45","4868,49"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"762,16",218475,5590,"2,56%","29,79","166511,89","1607,53",5590,"2,56%","1,82%","101,46","1641,14"
"4.0|km|Ciudad de Corrientes, Corrientes",ARS,0,"134,11",1236624,1412,"0,11%","117,46","165847,96",3,1412,"0,11%",0%,0,0
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"34,69",4772965,9920,"0,21%","16,69","165556,01","2676,68",9920,"0,21%","17,06%","1692,82","97,8"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"63,81",2593883,27865,"1,07%","5,94","165513,62",13504,27640,"1,07%","2,34%","651,29","254,13"
"3.0|km|San Miguel de Tucumán, Tucumán",ARS,0,"54,08",3057139,7072,"0,23%","23,38","165322,36","1222,65",7072,"0,23%","12,78%","903,65","182,95"
"6.0|km|Tafí Viejo, Tucumán",ARS,0,"7048,32",23447,7784,"33,2%","21,23","165262,05","815,37",7784,"33,2%","6,4%","498,37","331,6"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"1083,36",150404,10438,"6,94%","15,61","162942,35","221,23",9931,"6,6%","0,23%","24,09","6764,34"
"4.0|km|Paseo Super Salta, Salta",ARS,0,"44,55",3652875,5594,"0,15%","29,09","162718,45","260,58",5594,"0,15%","1,01%","56,58","2876,08"
"8.0|km|Resistencia, Chaco",ARS,0,"2339,93",69486,29032,"41,78%","5,6","162592,37","18238,01",29032,"41,78%","48,46%","14070,01","11,56"
"20.0|millas|Fontana, Chaco",ARS,0,"72,45",2229904,10321,"0,46%","15,65","161563,18","524,02",10321,"0,46%","3,26%","336,02","480,82"
Posadas,ARS,0,"1000,23",160746,5091,"3,17%","31,58","160782,71","1340,56",5091,"3,17%","1,55%","79,02","2034,68"
"10.0|km|Mendoza, Capital, Mendoza",ARS,0,"2757,2",58298,17735,"30,42%","9,06","160739,04","11945,45",17735,"30,42%","33,91%","6014,45","26,73"
"4.0|km|Hiper Super, Scalabrini Ortiz Norte, San Juan",ARS,0,"42,51",3777934,5898,"0,16%","27,23","160605,65","715,61",5898,"0,16%","2,69%","158,61","1012,59"
Salta,ARS,0,"161,02",992942,25656,"2,58%","6,23","159881,79","9462,83",25124,"2,53%","2,05%","525,47","304,27"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"171,24",928440,25510,"2,75%","6,23","158989,39","1534,26",20940,"2,26%","4,64%","1184,66","134,21"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"1149,88",137044,7890,"5,76%","19,97","157583,93","91,41",4494,"3,28%","0,49%","38,41","4102,86"
"Rosario, Provincia de Santa Fe",ARS,0,"83,03",1893236,1114,"0,06%","141,11","157198,6",17,1114,"0,06%",0%,0,0
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"53,44",2862773,11378,"0,4%","13,45","152987,82","1583,5",11378,"0,4%","9,9%","1126,5","135,81"
"Mendoza, Provincia de Mendoza",ARS,0,"46,06",3299736,5758,"0,17%","26,39","151978,95","453,87",5758,"0,17%","2,6%","149,87","1014,09"
"3.0|km|Super, General Paz, Córdoba",ARS,0,"110,49",1374487,1628,"0,12%","93,28","151865,83","13,06",1628,"0,12%",0%,"0,06","2700893,26"
"3.0|km|Super, Boulevard Oroño, Rosario, Santa Fe",ARS,0,"81,88",1841429,1723,"0,09%","87,51","150784,62",4,1723,"0,09%",0%,0,0
"7.0|km|hipermercado cerca de Salta, Salta",ARS,0,"82,78",1819037,1802,"0,1%","83,57","150587,03",13,1802,"0,1%",0%,0,0
"7.0|km|Hipermercados Super cerca de Mendoza, Capital, Mendoza",ARS,0,"81,47",1844752,1870,"0,1%","80,37","150283,15","3,02",1870,"0,1%","0,05%","1,02","146889,42"
4.0|km|Hipermercados Super cerca de Tucumán,ARS,0,"80,22",1872244,3001,"0,16%","50,05","150194,74",4,3001,"0,16%",0%,0,0
"2.0|km|Avenida Raúl Alfonsín 3525, Corrientes",ARS,0,"81,19",1849834,1911,"0,1%","78,59","150181,73","5,5",1911,"0,1%","0,13%","2,5","60153,92"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"115,34",1301106,6051,"0,47%","24,8","150068,65","179,32",6051,"0,47%","2,73%","165,32","907,74"
"6.0|km|Hiper Super, EIC, Avenida Tomás Guido, Posadas, Misiones",ARS,0,"81,69",1835345,1932,"0,11%","77,6","149926,39",11,1932,"0,11%",0%,0,0
"5.0|km|Hipermercado Super, Agrim Enrique Bodereau, Córdoba",ARS,0,"82,95",1781914,1608,"0,09%","91,92","147813,48",1,1608,"0,09%",0%,0,0
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"79,19",1866363,1510,"0,08%","97,88","147795,42","56,43",1510,"0,08%","0,03%","0,43","341978,91"
"5.0|km|Paseo Super Lugones, Córdoba",ARS,0,82,1802001,1626,"0,09%","90,88","147768,95",2,1626,"0,09%",0%,0,0
"7.0|km|Hipermercado Super Resistencia, Resistencia, Chaco",ARS,0,"81,54",1811093,1843,"0,1%","80,13","147678,24",2,1843,"0,1%","0,05%",1,"147678,24"
Ciudad de Corrientes,ARS,"0,99","548,33",269174,25330,"9,41%","5,83","147595,92","622,55",7787,"2,89%","0,48%","120,5","1224,87"
"4.0|km|Paseo Super, Scalabrini Ortiz Norte, San Juan",ARS,0,"82,64",1778804,2013,"0,11%","73,02","146998,26",5,2013,"0,11%","0,05%",1,"146998,26"
"4.0|km|Hipermercado Super Acceso Norte, Emilio Castelar, Tucumán",ARS,0,"45,73",3211282,6104,"0,19%","24,06","146838,75","362,62",6104,"0,19%","1,45%","88,62","1656,99"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,290,505260,23196,"4,59%","6,32","146523,09","2832,72",14227,"2,82%","0,48%","111,62","1312,69"
Ciudad de Corrientes,ARS,0,"46,19",3158803,7581,"0,24%","19,24","145889,91","239,07",7581,"0,24%","1,81%","137,07","1064,36"
Posadas,ARS,0,"107,28",1357196,21213,"1,56%","6,86","145596,53","13907,83",21031,"1,55%","2,99%","634,58","229,44"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"80,27",1813867,2471,"0,14%","58,92","145591,78","204,5",2471,"0,14%","0,4%","9,8","14862,86"
"3.0|km|Rosario, Santa Fe",ARS,0,"79,2",1837333,1420,"0,08%","102,47","145508,08",20,1420,"0,08%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"106,33",1365044,6467,"0,47%","22,44","145146,55","224,67",6467,"0,47%","3,09%","199,67","726,93"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"348,94",414444,18380,"4,43%","7,87","144616,21","1642,86",9716,"2,34%","4,61%","846,43","170,85"
Provincia de Córdoba,ARS,0,"284,26",508160,19310,"3,8%","7,48","144451,32","1203,04",14044,"2,76%","4,89%","944,36","152,96"
"4.5|km|Calle Conscripto Elias Zurbriggen, Rafaela, Santa Fe",ARS,0,"86,44",1670522,1520,"0,09%",95,"144402,4",7,1520,"0,09%",0%,0,0
Ciudad de Santiago del Estero,ARS,0,"104,46",1381893,22362,"1,62%","6,46","144355,36","13579,18",22003,"1,59%","2,95%","659,11","219,01"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,"7,2","545,76",263996,5283,2%,"27,27","144078,99","193,59",5274,2%,"1,65%","87,34","1649,72"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"41,68",3446119,8243,"0,24%","17,43","143639,51","1147,39",8241,"0,24%","10,37%","854,39","168,12"
"Rosario, Provincia de Santa Fe",ARS,0,"514,68",278721,16635,"5,97%","8,62","143450,76","150,74",12467,"4,47%","0,23%","38,44","3731,33"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"38,09",3744475,5453,"0,15%","26,16","142636,38","489,28",5453,"0,15%","0,87%","47,28","3016,57"
